dbo,Schools,SSLFirstName,26,varchar,50,YES
dbo,Schools,SSLLastName,27,varchar,50,YES
dbo,Schools,SSLOfficePhone,28,varchar,50,YES
dbo,Schools,SSLOfficePhoneExt,29,varchar,10,YES
dbo,Schools,SSLMobilePhone,30,varchar,50,YES
dbo,Schools,SSLEmail,31,varchar,50,YES
dbo,Schools,SS1,32,int,NULL,NO
dbo,Schools,SS2,33,int,NULL,NO
dbo,Schools,SS3,34,int,NULL,NO
dbo,Schools,SS4,35,int,NULL,NO
dbo,SchoolYear,ID,1,int,NULL,NO
dbo,SchoolYear,SchoolYear,2,varchar,50,YES
dbo,SchoolYear,BeginDate,3,smalldatetime,NULL,YES
dbo,SchoolYear,EndDate,4,smalldatetime,NULL,YES
dbo,StudentActivity,ID,1,int,NULL,NO
dbo,StudentActivity,ActivityID,2,int,NULL,NO
dbo,StudentActivity,StudentID,3,int,NULL,NO
dbo,StudentActivity,Status,4,int,NULL,NO
dbo,StudentActivity,Billed,5,int,NULL,NO
dbo,StudentActivity,BillDate,6,smalldatetime,NULL,YES
dbo,StudentActivity,CreateDate,7,smalldatetime,NULL,NO
dbo,StudentActivity,Deleted,8,int,NULL,NO
dbo,StudentActivity,InvoiceID,9,int,NULL,YES
dbo,StudentActivity,SchoolID,10,int,NULL,NO
dbo,StudentActivity_YEP,ID,1,int,NULL,NO
dbo,StudentActivity_YEP,ActivityID,2,int,NULL,NO
dbo,StudentActivity_YEP,StudentID,3,int,NULL,NO
dbo,StudentActivity_YEP,Status,4,int,NULL,NO
dbo,StudentActivity_YEP,Billed,5,int,NULL,NO
dbo,StudentActivity_YEP,BillDate,6,smalldatetime,NULL,YES
dbo,StudentActivity_YEP,CreateDate,7,smalldatetime,NULL,NO
dbo,StudentActivity_YEP,Deleted,8,int,NULL,NO
dbo,StudentActivity_YEP,InvoiceID,9,int,NULL,YES
dbo,StudentActivity_YEP,SchoolID,10,int,NULL,NO
dbo,StudentArchive,ID,1,int,NULL,NO
dbo,StudentArchive,StudentID,2,int,NULL,NO
dbo,StudentArchive,SchoolYear,3,varchar,20,YES
dbo,StudentArchive,SchoolID,4,int,NULL,NO
dbo,StudentArchive,FirstName,5,varchar,50,YES
dbo,StudentArchive,MiddleName,6,varchar,50,YES
dbo,StudentArchive,LastName,7,varchar,50,YES
dbo,StudentArchive,BirthDate,8,smalldatetime,NULL,YES
dbo,StudentArchive,Phone,9,varchar,50,YES
dbo,StudentArchive,EmailAddress,10,varchar,70,YES
dbo,StudentArchive,StreetAddress,11,varchar,150,YES
dbo,StudentArchive,City,12,varchar,50,YES
dbo,StudentArchive,State,13,varchar,50,YES
dbo,StudentArchive,Zip,14,varchar,50,YES
dbo,StudentArchive,County,15,varchar,50,YES
dbo,StudentArchive,Active,16,varchar,1,NO
dbo,StudentArchive,Gender,17,varchar,50,YES
dbo,StudentArchive,Race,18,varchar,50,YES
dbo,StudentArchive,RaceOther,19,varchar,50,YES
dbo,StudentArchive,EthnicHeritage,20,varchar,50,YES
dbo,StudentArchive,Autism,21,char,1,NO
dbo,StudentArchive,Aspergers,22,char,1,NO
dbo,StudentArchive,Deaf,23,char,1,NO
dbo,StudentArchive,EBD,24,char,1,NO
dbo,StudentArchive,Mobility,25,char,1,NO
dbo,StudentArchive,OHI,26,char,1,NO
dbo,StudentArchive,Orthepedic,27,char,1,NO
dbo,StudentArchive,Speech,28,char,1,NO
dbo,StudentArchive,SLD,29,char,1,NO
dbo,StudentArchive,Spinal,30,char,1,NO
dbo,StudentArchive,TBI,31,char,1,NO
dbo,StudentArchive,Visual,32,char,1,NO
dbo,StudentArchive,OtherDisability,33,char,1,NO
dbo,StudentArchive,OtherInfo,34,nchar,50,YES
dbo,StudentArchive,Grade,35,nchar,10,YES
dbo,StudentArchive,EnterDate,36,varchar,50,YES
dbo,StudentArchive,Graduated,37,char,1,NO
dbo,StudentArchive,GraduateDate,38,smalldatetime,NULL,YES
dbo,StudentArchive,EmploymentDate,39,smalldatetime,NULL,YES
dbo,StudentArchive,Employment,40,varchar,50,YES
dbo,StudentArchive,EIP,41,char,1,NO
dbo,StudentArchive,VRC,42,varchar,50,YES
dbo,StudentArchive,HSHTCoordinator,43,varchar,50,YES
dbo,StudentArchive,ReportableStudent,44,char,1,NO
dbo,StudentArchive,504,45,char,1,NO
dbo,StudentArchive,ReceivedForm,46,char,1,NO
dbo,StudentArchive,VocationalRehab,47,char,1,NO
dbo,StudentArchive,ReportableCheck,48,char,1,NO
dbo,StudentArchive,VRCaseloadCheck,49,char,1,NO
dbo,StudentArchive,EnrollDate,50,smalldatetime,NULL,YES
dbo,StudentArchive,CreateDate,51,smalldatetime,NULL,NO
dbo,StudentArchive.BAK,ID,1,int,NULL,NO
dbo,StudentArchive.BAK,StudentID,2,int,NULL,NO
dbo,StudentArchive.BAK,SchoolYear,3,varchar,20,YES
dbo,StudentArchive.BAK,SchoolID,4,int,NULL,NO
dbo,StudentArchive.BAK,FirstName,5,varchar,50,YES
dbo,StudentArchive.BAK,MiddleName,6,varchar,50,YES
dbo,StudentArchive.BAK,LastName,7,varchar,50,YES
dbo,StudentArchive.BAK,BirthDate,8,smalldatetime,NULL,YES
dbo,StudentArchive.BAK,Phone,9,varchar,50,YES
dbo,StudentArchive.BAK,EmailAddress,10,varchar,70,YES
dbo,StudentArchive.BAK,StreetAddress,11,varchar,150,YES
dbo,StudentArchive.BAK,City,12,varchar,50,YES
dbo,StudentArchive.BAK,State,13,varchar,50,YES
dbo,StudentArchive.BAK,Zip,14,varchar,50,YES
dbo,StudentArchive.BAK,County,15,varchar,50,YES
dbo,StudentArchive.BAK,Active,16,varchar,1,NO
dbo,StudentArchive.BAK,Gender,17,varchar,50,YES
dbo,StudentArchive.BAK,Race,18,varchar,50,YES
dbo,StudentArchive.BAK,RaceOther,19,varchar,50,YES
dbo,StudentArchive.BAK,EthnicHeritage,20,varchar,50,YES
dbo,StudentArchive.BAK,Autism,21,char,1,NO
dbo,StudentArchive.BAK,Aspergers,22,char,1,NO
dbo,StudentArchive.BAK,Deaf,23,char,1,NO
dbo,StudentArchive.BAK,EBD,24,char,1,NO
dbo,StudentArchive.BAK,Mobility,25,char,1,NO
dbo,StudentArchive.BAK,OHI,26,char,1,NO
dbo,StudentArchive.BAK,Orthepedic,27,char,1,NO
dbo,StudentArchive.BAK,Speech,28,char,1,NO
dbo,StudentArchive.BAK,SLD,29,char,1,NO
dbo,StudentArchive.BAK,Spinal,30,char,1,NO
dbo,StudentArchive.BAK,TBI,31,char,1,NO
dbo,StudentArchive.BAK,Visual,32,char,1,NO
dbo,StudentArchive.BAK,OtherDisability,33,char,1,NO
dbo,StudentArchive.BAK,OtherInfo,34,nchar,50,YES
dbo,StudentArchive.BAK,Grade,35,nchar,10,YES
dbo,StudentArchive.BAK,EnterDate,36,varchar,50,YES
dbo,StudentArchive.BAK,Graduated,37,char,1,NO
dbo,StudentArchive.BAK,GraduateDate,38,smalldatetime,NULL,YES
dbo,StudentArchive.BAK,EmploymentDate,39,smalldatetime,NULL,YES
dbo,StudentArchive.BAK,Employment,40,varchar,50,YES
dbo,StudentArchive.BAK,EIP,41,char,1,NO
dbo,StudentArchive.BAK,VRC,42,varchar,50,YES
dbo,StudentArchive.BAK,HSHTCoordinator,43,varchar,50,YES
dbo,StudentArchive.BAK,ReportableStudent,44,char,1,NO
dbo,StudentArchive.BAK,504,45,char,1,NO
dbo,StudentArchive.BAK,ReceivedForm,46,char,1,NO
dbo,StudentArchive.BAK,VocationalRehab,47,char,1,NO
dbo,StudentArchive.BAK,ReportableCheck,48,char,1,NO
dbo,StudentArchive.BAK,VRCaseloadCheck,49,char,1,NO
dbo,StudentArchive.BAK,EnrollDate,50,smalldatetime,NULL,YES
dbo,StudentArchive.BAK,CreateDate,51,smalldatetime,NULL,NO
dbo,StudentEnrollmentForm,ID,1,int,NULL,NO
dbo,StudentEnrollmentForm,SchoolID,2,int,NULL,NO
dbo,StudentEnrollmentForm,FirstName,3,varchar,50,YES
dbo,StudentEnrollmentForm,MiddleName,4,varchar,50,YES
dbo,StudentEnrollmentForm,LastName,5,varchar,50,YES
dbo,StudentEnrollmentForm,BirthDate,6,smalldatetime,NULL,YES
dbo,StudentEnrollmentForm,Phone,7,varchar,50,YES
dbo,StudentEnrollmentForm,EmailAddress,8,varchar,70,YES
dbo,StudentEnrollmentForm,StreetAddress,9,varchar,150,YES
dbo,StudentEnrollmentForm,City,10,varchar,50,YES
dbo,StudentEnrollmentForm,State,11,varchar,50,YES
dbo,StudentEnrollmentForm,Zip,12,varchar,50,YES
dbo,StudentEnrollmentForm,County,13,varchar,50,YES
dbo,StudentEnrollmentForm,Active,14,varchar,1,NO
dbo,StudentEnrollmentForm,Gender,15,varchar,50,YES
dbo,StudentEnrollmentForm,Race,16,varchar,50,YES
dbo,StudentEnrollmentForm,RaceOther,17,varchar,50,YES
dbo,StudentEnrollmentForm,EthnicHeritage,18,varchar,50,YES
dbo,StudentEnrollmentForm,Autism,19,char,1,NO
dbo,StudentEnrollmentForm,Aspergers,20,char,1,NO
dbo,StudentEnrollmentForm,Deaf,21,char,1,NO
dbo,StudentEnrollmentForm,EBD,22,char,1,NO
dbo,StudentEnrollmentForm,Mobility,23,char,1,NO
dbo,StudentEnrollmentForm,OHI,24,char,1,NO
dbo,StudentEnrollmentForm,Orthepedic,25,char,1,NO
dbo,StudentEnrollmentForm,Speech,26,char,1,NO
dbo,StudentEnrollmentForm,SLD,27,char,1,NO
dbo,StudentEnrollmentForm,Spinal,28,char,1,NO
dbo,StudentEnrollmentForm,TBI,29,char,1,NO
dbo,StudentEnrollmentForm,Visual,30,char,1,NO
dbo,StudentEnrollmentForm,OtherDisability,31,char,1,NO
dbo,StudentEnrollmentForm,OtherInfo,32,nchar,50,YES
dbo,StudentEnrollmentForm,Grade,33,nchar,10,YES
dbo,StudentEnrollmentForm,EnterDate,34,varchar,50,YES
dbo,StudentEnrollmentForm,Graduated,35,char,1,NO
dbo,StudentEnrollmentForm,GraduateDate,36,smalldatetime,NULL,YES
dbo,StudentEnrollmentForm,EmploymentDate,37,smalldatetime,NULL,YES
dbo,StudentEnrollmentForm,Employment,38,varchar,50,YES
dbo,StudentEnrollmentForm,EIP,39,char,1,NO
dbo,StudentEnrollmentForm,VRC,40,varchar,50,YES
dbo,StudentEnrollmentForm,HSHTCoordinator,41,varchar,50,YES
